date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:29:18	55975/55975	---M-Z	200	added ('OK')	text/html	etag:%22daa7-6155c889-4d342f9811e3c3a1;gz%22	https://sandbox.elemisthemes.com/demo6.html	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/demo6.html	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:19	6172/6172	---M--	200	added ('OK')	image/jpeg	etag:%22181c-6155c88e-2bbf5166600a6c2a;;;%22	https://sandbox.elemisthemes.com/assets/img/demos/mi6.jpg	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/assets/img/demos/mi6.jpg	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:19	55236/55236	---M-Z	200	added ('OK')	text/html	etag:%22d7c4-6155c889-6c7ad74d875ca46e;gz%22	https://sandbox.elemisthemes.com/demo7.html	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/demo7.html	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:20	5716/5716	---M--	200	added ('OK')	image/jpeg	etag:%221654-6155c88e-42ab12f2cef2745b;;;%22	https://sandbox.elemisthemes.com/assets/img/demos/mi7.jpg	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/assets/img/demos/mi7.jpg	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:21	59393/59393	---M-Z	200	added ('OK')	text/html	etag:%22e801-6155c889-94248da59a0c4d2d;gz%22	https://sandbox.elemisthemes.com/demo8.html	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/demo8.html	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:21	5703/5703	---M--	200	added ('OK')	image/jpeg	etag:%221647-6155c88e-26f4b6293e6629a5;;;%22	https://sandbox.elemisthemes.com/assets/img/demos/mi8.jpg	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/assets/img/demos/mi8.jpg	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:22	66320/66320	---M-Z	200	added ('OK')	text/html	etag:%2210310-6155c88f-38e3592e0fdc67dd;gz%22	https://sandbox.elemisthemes.com/demo9.html	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/demo9.html	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:22	6185/6185	---M--	200	added ('OK')	image/jpeg	etag:%221829-6155c88e-729e5ba7e74ddca7;;;%22	https://sandbox.elemisthemes.com/assets/img/demos/mi9.jpg	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/assets/img/demos/mi9.jpg	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:22	52316/52316	---M-Z	200	added ('OK')	text/html	etag:%22cc5c-6155c889-242b28bdb69440a1;gz%22	https://sandbox.elemisthemes.com/demo10.html	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/demo10.html	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:23	8812/8812	---M--	200	added ('OK')	image/jpeg	etag:%22226c-6155c88e-505e349b8c42999e;;;%22	https://sandbox.elemisthemes.com/assets/img/demos/mi10.jpg	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/assets/img/demos/mi10.jpg	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:23	70067/70067	---M-Z	200	added ('OK')	text/html	etag:%22111b3-6155c889-5fb0b6790c1cecce;gz%22	https://sandbox.elemisthemes.com/demo11.html	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/demo11.html	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:24	6800/6800	---M--	200	added ('OK')	image/jpeg	etag:%221a90-6155c88e-10567fcb4bb888a9;;;%22	https://sandbox.elemisthemes.com/assets/img/demos/mi11.jpg	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/assets/img/demos/mi11.jpg	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:24	55275/55275	---M-Z	200	added ('OK')	text/html	etag:%22d7eb-6155c889-a08d90e735845aa;gz%22	https://sandbox.elemisthemes.com/demo12.html	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/demo12.html	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:25	7034/7034	---M--	200	added ('OK')	image/jpeg	etag:%221b7a-6155c88e-297bc27360c36f8;;;%22	https://sandbox.elemisthemes.com/assets/img/demos/mi12.jpg	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/assets/img/demos/mi12.jpg	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:25	54887/54887	---M-Z	200	added ('OK')	text/html	etag:%22d667-6155c88f-942437c83fc7199e;gz%22	https://sandbox.elemisthemes.com/demo13.html	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/demo13.html	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:26	51211/51211	---M-Z	200	added ('OK')	text/html	etag:%22c80b-6155c889-792ca75577dfac53;gz%22	https://sandbox.elemisthemes.com/demo14.html	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/demo14.html	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:26	10188/10188	---M--	200	added ('OK')	image/jpeg	etag:%2227cc-6155c88e-30a2c718a931786d;;;%22	https://sandbox.elemisthemes.com/assets/img/demos/mi14.jpg	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/assets/img/demos/mi14.jpg	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:27	8387/8387	---M--	200	added ('OK')	image/jpeg	etag:%2220c3-6155c88e-caee99fabf941c49;;;%22	https://sandbox.elemisthemes.com/assets/img/demos/mi13.jpg	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/assets/img/demos/mi13.jpg	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:28	56869/56869	---M-Z	200	added ('OK')	text/html	etag:%22de25-6155c889-3e5a4b7794436550;gz%22	https://sandbox.elemisthemes.com/demo15.html	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/demo15.html	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:28	9192/9192	---M--	200	added ('OK')	image/jpeg	etag:%2223e8-6155c88e-db36c71b4ef8f35c;;;%22	https://sandbox.elemisthemes.com/assets/img/demos/mi15.jpg	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/assets/img/demos/mi15.jpg	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:29	40189/40189	---M-Z	200	added ('OK')	text/html	etag:%229cfd-6155c889-249488e2f98993fb;gz%22	https://sandbox.elemisthemes.com/demo16.html	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/demo16.html	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:29	6314/6314	---M--	200	added ('OK')	image/jpeg	etag:%2218aa-6155c88e-1d4164f8a67f7f6f;;;%22	https://sandbox.elemisthemes.com/assets/img/demos/mi16.jpg	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/assets/img/demos/mi16.jpg	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:30	51480/51480	---M-Z	200	added ('OK')	text/html	etag:%22c918-6155c889-81de11d02f5c94c1;gz%22	https://sandbox.elemisthemes.com/demo17.html	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/demo17.html	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:30	9302/9302	---M--	200	added ('OK')	image/jpeg	etag:%222456-6155c88e-2e5389a7a0a43065;;;%22	https://sandbox.elemisthemes.com/assets/img/demos/mi17.jpg	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/assets/img/demos/mi17.jpg	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:31	63274/63274	---M-Z	200	added ('OK')	text/html	etag:%22f72a-6155c889-7a4a7a9b70f78e36;gz%22	https://sandbox.elemisthemes.com/demo18.html	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/demo18.html	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:32	7349/7349	---M--	200	added ('OK')	image/jpeg	etag:%221cb5-6155c88d-ef4bc74b67cfd58b;;;%22	https://sandbox.elemisthemes.com/assets/img/demos/mi18.jpg	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/assets/img/demos/mi18.jpg	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:32	46378/46378	---M-Z	200	added ('OK')	text/html	etag:%22b52a-6155c889-877652f91cff0e3e;gz%22	https://sandbox.elemisthemes.com/services.html	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/services.html	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:33	48342/48342	---M-Z	200	added ('OK')	text/html	etag:%22bcd6-6155c889-3d778a7c6661380;gz%22	https://sandbox.elemisthemes.com/services2.html	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/services2.html	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:34	50939/50939	---M-Z	200	added ('OK')	text/html	etag:%22c6fb-6155c889-1cdb98b456aa67e4;gz%22	https://sandbox.elemisthemes.com/about.html	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/about.html	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:34	50832/50832	---M-Z	200	added ('OK')	text/html	etag:%22c690-6155c889-b5aa59a416c32f18;gz%22	https://sandbox.elemisthemes.com/about2.html	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/about2.html	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:34	39331/39331	---M-Z	200	added ('OK')	text/html	etag:%2299a3-6155c889-6c5dc28e8170f669;gz%22	https://sandbox.elemisthemes.com/contact.html	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/contact.html	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:35	37763/37763	---M-Z	200	added ('OK')	text/html	etag:%229383-6155c88f-cb2aabd862b6ba26;gz%22	https://sandbox.elemisthemes.com/contact2.html	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/contact2.html	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:35	38778/38778	---M-Z	200	added ('OK')	text/html	etag:%22977a-6155c889-49b3261b07e87215;gz%22	https://sandbox.elemisthemes.com/contact3.html	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/contact3.html	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:36	56627/56627	---M-Z	200	added ('OK')	text/html	etag:%22dd33-6155c889-893afeb99eed96b1;gz%22	https://sandbox.elemisthemes.com/pricing.html	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/pricing.html	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:36	30102/30102	---M-Z	200	added ('OK')	text/html	etag:%227596-6155c889-10f0a9b8c9857600;gz%22	https://sandbox.elemisthemes.com/onepage.html	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/onepage.html	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:37	44685/44685	---M-Z	200	added ('OK')	text/html	etag:%22ae8d-6155c889-e59c91d4fb77dcce;gz%22	https://sandbox.elemisthemes.com/projects.html	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/projects.html	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:38	41312/41312	---M-Z	200	added ('OK')	text/html	etag:%22a160-6155c889-6a19a3bf0d5f054f;gz%22	https://sandbox.elemisthemes.com/projects2.html	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/projects2.html	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:38	37983/37983	---M-Z	200	added ('OK')	text/html	etag:%22945f-6155c889-2a02ba4b68f37518;gz%22	https://sandbox.elemisthemes.com/projects3.html	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/projects3.html	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:39	37543/37543	---M-Z	200	added ('OK')	text/html	etag:%2292a7-6155c88f-61e5038e17af46c4;gz%22	https://sandbox.elemisthemes.com/projects4.html	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/projects4.html	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:40	36879/36879	---M-Z	200	added ('OK')	text/html	etag:%22900f-6155c889-90795496f96c3fe2;gz%22	https://sandbox.elemisthemes.com/single-project.html	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/single-project.html	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:40	34944/34944	---M-Z	200	added ('OK')	text/html	etag:%228880-6155c889-bd173c22d7732026;gz%22	https://sandbox.elemisthemes.com/single-project2.html	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/single-project2.html	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:41	36243/36243	---M-Z	200	added ('OK')	text/html	etag:%228d93-6155c889-d07107ea7771235;gz%22	https://sandbox.elemisthemes.com/single-project3.html	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/single-project3.html	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:41	47422/47422	---M-Z	200	added ('OK')	text/html	etag:%22b93e-6155c889-e4878877ea07f6c3;gz%22	https://sandbox.elemisthemes.com/blog.html	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/blog.html	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:43	53675/53675	---M-Z	200	added ('OK')	text/html	etag:%22d1ab-6155c889-1aa4ca7780954bee;gz%22	https://sandbox.elemisthemes.com/blog2.html	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/blog2.html	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:43	53670/53670	---M-Z	200	added ('OK')	text/html	etag:%22d1a6-6155c889-b47084319f1fe2d0;gz%22	https://sandbox.elemisthemes.com/blog3.html	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/blog3.html	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:44	56171/56171	---M-Z	200	added ('OK')	text/html	etag:%22db6b-6155c889-e7a9e800d580f9e6;gz%22	https://sandbox.elemisthemes.com/blog-post.html	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/blog-post.html	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:44	62808/62808	---M-Z	200	added ('OK')	text/html	etag:%22f558-6155c889-e498cef8cac52ec2;gz%22	https://sandbox.elemisthemes.com/blog-post2.html	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/blog-post2.html	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:45	62819/62819	---M-Z	200	added ('OK')	text/html	etag:%22f563-6155c889-723c2ab4300fb46c;gz%22	https://sandbox.elemisthemes.com/blog-post3.html	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/blog-post3.html	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:45	72937/72937	---M-Z	200	added ('OK')	text/html	etag:%2211ce9-6155c889-cc6f7735353b28e;gz%22	https://sandbox.elemisthemes.com/docs/blocks/about.html	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/docs/blocks/about.html	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:45	2003/2003	---M-Z	200	added ('OK')	image/svg+xml	etag:%227d3-6155c88e-c4e9fddc0b6e1eda;gz%22	https://sandbox.elemisthemes.com/assets/img/demos/block1.svg	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/assets/img/demos/block1.svg	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:46	94914/94914	---M-Z	200	added ('OK')	text/html	etag:%22172c2-6155c889-70626fca599d9ff5;gz%22	https://sandbox.elemisthemes.com/docs/blocks/blog.html	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/docs/blocks/blog.html	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:47	3028/3028	---M-Z	200	added ('OK')	image/svg+xml	etag:%22bd4-6155c88e-2df22449866badb3;gz%22	https://sandbox.elemisthemes.com/assets/img/demos/block2.svg	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/assets/img/demos/block2.svg	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:48	37707/37707	---M-Z	200	added ('OK')	text/html	etag:%22934b-6155c889-85482b3ff90de190;gz%22	https://sandbox.elemisthemes.com/docs/blocks/call-to-action.html	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/docs/blocks/call-to-action.html	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:48	1000/1000	---M-Z	200	added ('OK')	image/svg+xml	etag:%223e8-6155c88e-cc39239d83971ac0;gz%22	https://sandbox.elemisthemes.com/assets/img/demos/block3.svg	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/assets/img/demos/block3.svg	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:48	48611/48611	---M-Z	200	added ('OK')	text/html	etag:%22bde3-6155c889-c270e39f5a3cc544;gz%22	https://sandbox.elemisthemes.com/docs/blocks/clients.html	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/docs/blocks/clients.html	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:49	3796/3796	---M-Z	200	added ('OK')	image/svg+xml	etag:%22ed4-6155c88e-e5b20d484f65a7c5;gz%22	https://sandbox.elemisthemes.com/assets/img/demos/block4.svg	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/assets/img/demos/block4.svg	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:49	98297/98297	---M-Z	200	added ('OK')	text/html	etag:%2217ff9-6155c889-b53c2f0c8cd870ec;gz%22	https://sandbox.elemisthemes.com/docs/blocks/contact.html	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/docs/blocks/contact.html	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:49	1573/1573	---M-Z	200	added ('OK')	image/svg+xml	etag:%22625-6155c88e-839c8c3e6839d158;gz%22	https://sandbox.elemisthemes.com/assets/img/demos/block5.svg	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/assets/img/demos/block5.svg	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:50	64269/64269	---M-Z	200	added ('OK')	text/html	etag:%22fb0d-6155c889-6b38713bc3c5f76d;gz%22	https://sandbox.elemisthemes.com/docs/blocks/facts.html	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/docs/blocks/facts.html	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:50	1558/1558	---M-Z	200	added ('OK')	image/svg+xml	etag:%22616-6155c88e-c3c575da1a552a15;gz%22	https://sandbox.elemisthemes.com/assets/img/demos/block6.svg	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/assets/img/demos/block6.svg	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:50	92136/92136	---M-Z	200	added ('OK')	text/html	etag:%22167e8-6155c889-82292deffff9cfa6;gz%22	https://sandbox.elemisthemes.com/docs/blocks/faq.html	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/docs/blocks/faq.html	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:51	2300/2300	---M-Z	200	added ('OK')	image/svg+xml	etag:%228fc-6155c88e-d27c0009c8db3564;gz%22	https://sandbox.elemisthemes.com/assets/img/demos/block7.svg	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/assets/img/demos/block7.svg	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:51	137211/137211	---M-Z	200	added ('OK')	text/html	etag:%22217fb-6155c889-8a15f2f0ab4bcb25;gz%22	https://sandbox.elemisthemes.com/docs/blocks/features.html	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/docs/blocks/features.html	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:52	2919/2919	---M-Z	200	added ('OK')	image/svg+xml	etag:%22b67-6155c88e-f685e4d00e9e2f3d;gz%22	https://sandbox.elemisthemes.com/assets/img/demos/block8.svg	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/assets/img/demos/block8.svg	(from https://sandbox.elemisthemes.com/demo1.html)
20:29:54	84410/84410	---M-Z	200	added ('OK')	text/html	etag:%22149ba-6155c889-445e5955a3d7e0a7;gz%22	https://sandbox.elemisthemes.com/docs/blocks/footer.html	C:/Users/mrtha/OneDrive/Desktop/website2/project/sandbox.elemisthemes.com/docs/blocks/footer.html	(from https://sandbox.elemisthemes.com/demo1.html)
